season,celebrity_name,ballroom_partner,results,placement,week,judge_id,score
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,8,2,8.0
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,8,3,8.0
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,8,4,
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,9,1,7.0
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,9,2,7.0
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,9,3,7.0
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,9,4,
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,10,1,7.5
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,10,2,7.5
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,10,3,7.5
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,10,4,7.5
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,11,1,8.3333
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,11,2,8.8333
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,11,3,8.3333
17,Bill Engvall,Emma Slater,Eliminated Week 11,4,11,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,1,1,7.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,1,2,7.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,1,3,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,1,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,2,1,9.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,2,2,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,2,3,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,2,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,3,1,9.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,3,2,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,3,3,9.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,3,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,4,1,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,4,2,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,4,3,8.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,4,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,5,1,9.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,5,2,10.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,5,3,9.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,5,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,6,1,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,6,2,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,6,3,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,6,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,7,1,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,7,2,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,7,3,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,7,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,8,1,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,8,2,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,8,3,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,8,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,9,1,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,9,2,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,9,3,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,9,4,
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,10,1,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,10,2,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,10,3,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,10,4,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,11,1,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,11,2,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,11,3,0.0
17,Christina Milian,Mark Ballas,Eliminated Week 5,9,11,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,1,1,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,1,2,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,1,3,7.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,1,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,2,1,6.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,2,2,7.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,2,3,7.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,2,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,3,1,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,3,2,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,3,3,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,3,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,4,1,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,4,2,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,4,3,8.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,4,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,5,1,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,5,2,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,5,3,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,5,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,6,1,10.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,6,2,10.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,6,3,10.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,6,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,7,1,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,7,2,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,7,3,9.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,7,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,8,1,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,8,2,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,8,3,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,8,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,9,1,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,9,2,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,9,3,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,9,4,
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,10,1,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,10,2,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,10,3,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,10,4,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,11,1,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,11,2,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,11,3,0.0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,11,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,1,1,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,1,2,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,1,3,7.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,1,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,2,1,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,2,2,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,2,3,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,2,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,3,1,7.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,3,2,7.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,3,3,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,3,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,4,1,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,4,2,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,4,3,8.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,4,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,5,1,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,5,2,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,5,3,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,5,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,6,1,8.6666
17,Jack Osbourne,Cheryl Burke,3rd Place,3,6,2,9.6666
17,Jack Osbourne,Cheryl Burke,3rd Place,3,6,3,8.6666
17,Jack Osbourne,Cheryl Burke,3rd Place,3,6,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,7,1,10.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,7,2,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,7,3,9.5
17,Jack Osbourne,Cheryl Burke,3rd Place,3,7,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,8,1,10.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,8,2,10.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,8,3,10.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,8,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,9,1,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,9,2,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,9,3,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,9,4,
17,Jack Osbourne,Cheryl Burke,3rd Place,3,10,1,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,10,2,8.5
17,Jack Osbourne,Cheryl Burke,3rd Place,3,10,3,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,10,4,9.0
17,Jack Osbourne,Cheryl Burke,3rd Place,3,11,1,9.3333
17,Jack Osbourne,Cheryl Burke,3rd Place,3,11,2,9.3333
17,Jack Osbourne,Cheryl Burke,3rd Place,3,11,3,9.3333
17,Jack Osbourne,Cheryl Burke,3rd Place,3,11,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,1,1,5.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,1,2,4.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,1,3,5.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,1,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,2,1,6.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,2,2,5.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,2,3,6.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,2,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,3,1,6.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,3,2,5.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,3,3,5.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,3,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,4,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,4,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,4,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,4,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,5,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,5,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,5,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,5,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,6,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,6,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,6,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,6,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,7,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,7,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,7,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,7,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,8,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,8,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,8,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,8,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,9,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,9,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,9,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,9,4,
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,10,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,10,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,10,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,10,4,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,11,1,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,11,2,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,11,3,0.0
17,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,11,4,
18,Billy Dee Williams,Emma Slater,Withdrew,10,1,1,5.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,1,2,5.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,1,3,5.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,1,4,
18,Billy Dee Williams,Emma Slater,Withdrew,10,2,1,5.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,2,2,5.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,2,3,5.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,2,4,
18,Billy Dee Williams,Emma Slater,Withdrew,10,3,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,3,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,3,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,3,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,4,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,4,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,4,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,4,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,5,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,5,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,5,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,5,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,6,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,6,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,6,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,6,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,7,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,7,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,7,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,7,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,8,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,8,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,8,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,8,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,9,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,9,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,9,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,9,4,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,10,1,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,10,2,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,10,3,0.0
18,Billy Dee Williams,Emma Slater,Withdrew,10,10,4,
18,Billy Dee Williams,Emma Slater,Withdrew,10,11,1,
18,Billy Dee Williams,Emma Slater,Withdrew,10,11,2,
18,Billy Dee Williams,Emma Slater,Withdrew,10,11,3,
18,Billy Dee Williams,Emma Slater,Withdrew,10,11,4,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,1,1,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,1,2,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,1,3,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,1,4,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,2,1,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,2,2,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,2,3,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,2,4,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,3,1,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,3,2,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,3,3,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,3,4,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,4,1,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,4,2,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,4,3,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,4,4,8.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,5,1,10.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,5,2,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,5,3,10.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,5,4,10.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,6,1,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,6,2,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,6,3,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,6,4,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,7,1,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,7,2,9.5
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,7,3,8.5
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,7,4,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,8,1,10.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,8,2,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,8,3,9.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,8,4,10.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,9,1,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,9,2,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,9,3,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,9,4,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,10,1,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,10,2,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,10,3,0.0
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,10,4,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,11,1,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,11,2,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,11,3,
18,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,11,4,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,1,1,7.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,1,2,7.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,1,3,7.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,1,4,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,2,1,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,2,2,8.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,2,3,8.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,2,4,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,3,1,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,3,2,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,3,3,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,3,4,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,4,1,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,4,2,8.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,4,3,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,4,4,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,5,1,10.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,5,2,10.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,5,3,10.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,5,4,10.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,6,1,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,6,2,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,6,3,8.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,6,4,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,7,1,8.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,7,2,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,7,3,8.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,7,4,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,8,1,8.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,8,2,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,8,3,10.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,8,4,9.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,9,1,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,9,2,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,9,3,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,9,4,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,10,1,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,10,2,9.5
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,10,3,10.0
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,10,4,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,11,1,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,11,2,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,11,3,
18,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,11,4,
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,1,1,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,1,2,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,1,3,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,1,4,
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,2,1,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,2,2,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,2,3,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,2,4,
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,3,1,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,3,2,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,3,3,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,3,4,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,4,1,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,4,2,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,4,3,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,4,4,7.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,5,1,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,5,2,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,5,3,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,5,4,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,6,1,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,6,2,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,6,3,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,6,4,8.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,7,1,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,7,2,9.5
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,7,3,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,7,4,9.5
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,8,1,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,8,2,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,8,3,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,8,4,9.0
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,9,1,8.5
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,9,2,9.5
18,Candace Cameron Bure,Mark Ballas,3rd Place,3,9,3,9.5
