occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline,oews_occ_title,oews_emp,oews_a_mean,oews_h_mean,oews_a_median,oews_h_median,oews_a_pct10,oews_a_pct25,oews_a_pct75,oews_a_pct90,oews_oews_year
33-3041,      Parking enforcement workers,8.4,8.2,-1.5,0.7,0.4,0.4,8.7,-0.0024068540287504048,Parking Enforcement Workers,7770.0,51840.0,24.92,47150.0,22.67,35410.0,39930.0,61210.0,76030.0,2024
33-3050,      Police officers,701.9,724.0,3.1,53.9,16.9,34.8,7.3,0.0031048549732493047,Police Officers,669990.0,79380.0,38.16,76300.0,36.68,47650.0,59020.0,97230.0,115330.0,2024
33-3051,        Police and sheriff's patrol officers,698.8,720.8,3.1,53.7,16.9,34.7,7.3,0.0031045218807903563,Police and Sheriff's Patrol Officers,666990.0,79320.0,38.14,76290.0,36.68,47640.0,58980.0,97190.0,115280.0,2024
33-3052,        Transit and railroad police,3.1,3.2,3.0,0.2,0.1,0.2,7.3,0.003179915068592054,Transit and Railroad Police,3000.0,91820.0,44.14,82320.0,39.58,58370.0,65920.0,114040.0,141870.0,2024
33-9000,    Other protective service workers,1774.8,1792.2,1.0,269.0,124.0,143.2,15.0,0.0009760935640923396,Other Protective Service Workers,1737600.0,43140.0,20.74,38230.0,18.38,29310.0,34480.0,47020.0,61720.0,2024
33-9011,      Animal control workers,12.2,12.7,3.9,1.3,0.5,0.8,10.1,0.004024681537978747,Animal Control Workers,11790.0,49240.0,23.67,45830.0,22.03,32880.0,38160.0,57110.0,69990.0,2024
33-9021,      Private detectives and investigators,43.6,46.2,6.0,3.9,1.4,2.2,8.1,0.005809072374561186,Private Detectives and Investigators,38700.0,61680.0,29.65,52370.0,25.18,37250.0,41940.0,75310.0,98770.0,2024
33-9030,      Security guards and gambling surveillance officers,1272.4,1277.5,0.4,162.3,64.7,97.1,12.7,0.0004000962374444139,Security Guards and Gambling Surveillance Officers,1251760.0,42920.0,20.64,38390.0,18.46,29830.0,35130.0,46690.0,59600.0,2024
33-9031,        Gambling surveillance officers and gambling investigators,10.3,10.3,0.3,1.3,0.5,0.8,12.7,0.0,Gambling Surveillance Officers and Gambling Investigators,10000.0,46710.0,22.46,43900.0,21.11,34020.0,37410.0,50610.0,62360.0,2024
33-9032,        Security guards,1262.1,1267.1,0.4,161.0,64.2,96.3,12.7,0.000395460627972799,Security Guards,1241770.0,42890.0,20.62,38370.0,18.45,29800.0,35100.0,46660.0,59580.0,2024
33-9090,      Miscellaneous protective service workers,446.6,455.8,2.1,101.4,57.4,43.1,22.3,0.0020411580733150636,Miscellaneous Protective Service Workers,435360.0,41960.0,20.18,37120.0,17.85,27390.0,31760.0,46520.0,63960.0,2024
33-9091,        Crossing guards and flaggers,91.4,94.7,3.6,18.0,12.8,4.9,19.0,0.0035531496966223486,Crossing Guards and Flaggers,90180.0,42910.0,20.63,37700.0,18.13,29940.0,34280.0,46920.0,61440.0,2024
33-9092,"        Lifeguards, ski patrol, and other recreational protective service workers",149.7,158.4,5.8,42.7,21.5,20.4,27.2,0.005665004589324507,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",143590.0,34700.0,16.68,33720.0,16.21,24860.0,28840.0,37750.0,44600.0,2024
33-9093,        Transportation security screeners,50.1,47.1,-6.0,4.7,2.5,2.5,10.4,-0.006155775803430408,Transportation Security Screeners,46340.0,61840.0,29.73,63360.0,30.46,45010.0,52210.0,69990.0,75940.0,2024
33-9094,        School bus monitors,71.4,69.5,-2.7,12.6,8.8,4.0,18.2,-0.002693477739558525,School Bus Monitors,72140.0,35270.0,16.96,34980.0,16.82,27250.0,31200.0,38840.0,43240.0,2024
33-9099,"        Protective service workers, all other",84.0,86.1,2.5,23.3,11.9,11.3,27.2,0.0024723123954539794,"Protective Service Workers, All Other",83110.0,48210.0,23.18,41600.0,20.0,30620.0,35540.0,54310.0,72670.0,2024
35-0000,  Food preparation and serving related occupations,13805.3,14295.3,3.5,2625.8,1146.3,1430.5,18.3,0.003493913085257816,Food Preparation and Serving Related Occupations,13613490.0,36020.0,17.32,34130.0,16.41,22720.0,28160.0,38770.0,49230.0,2024
35-1000,    Supervisors of food preparation and serving workers,1412.3,1499.3,6.2,208.3,69.7,129.9,13.7,0.005995778294684895,Supervisors of Food Preparation and Serving Workers,1369780.0,47540.0,22.85,44140.0,21.22,29600.0,35840.0,56990.0,71920.0,2024
35-1011,      Chefs and head cooks,197.3,211.3,7.1,24.4,7.0,15.9,11.2,0.006878902866751968,Chefs and Head Cooks,182320.0,64720.0,31.11,60990.0,29.32,36000.0,47710.0,76790.0,96030.0,2024
35-1012,      First-line supervisors of food preparation and serving workers,1215.0,1288.0,6.0,183.9,62.6,114.0,14.1,0.005851709842369157,First-Line Supervisors of Food Preparation and Serving Workers,1187460.0,44900.0,21.59,42010.0,20.2,29340.0,35400.0,50920.0,63420.0,2024
35-2000,    Cooks and food preparation workers,3707.8,3807.5,2.7,580.2,267.6,302.6,15.2,0.0026569331042511912,Cooks and Food Preparation Workers,3632290.0,35460.0,17.05,35450.0,17.04,24490.0,29360.0,39190.0,46250.0,2024
35-2010,      Cooks,2805.1,2935.7,4.7,432.2,193.0,226.1,14.6,0.004561043712891566,Cooks,2743520.0,35950.0,17.28,35760.0,17.19,24960.0,29590.0,40270.0,46690.0,2024
35-2011,"        Cooks, fast food",669.5,579.2,-13.5,82.1,42.0,49.2,14.6,-0.014383881565967371,"Cooks, Fast Food",668230.0,31140.0,14.97,30160.0,14.5,22370.0,26540.0,35710.0,38980.0,2024
35-2012,"        Cooks, institution and cafeteria",466.1,475.4,2.0,69.7,31.7,37.1,14.6,0.0019775880077019803,"Cooks, Institution and Cafeteria",448260.0,37310.0,17.94,36450.0,17.53,26800.0,30530.0,42860.0,48320.0,2024
35-2013,"        Cooks, private household",34.2,36.0,5.1,5.3,2.4,2.8,14.6,0.005142506969999738,"Cooks, Private Household",900.0,51290.0,24.66,44530.0,21.41,38240.0,42800.0,47150.0,92480.0,2024
35-2014,"        Cooks, restaurant",1460.2,1677.2,14.9,250.7,105.5,123.5,14.6,0.01395166093148803,"Cooks, Restaurant",1452130.0,37730.0,18.14,36830.0,17.71,28010.0,31310.0,43610.0,47340.0,2024
35-2015,"        Cooks, short order",151.1,142.7,-5.6,20.6,9.9,11.6,14.6,-0.005703407940985006,"Cooks, Short Order",150420.0,35660.0,17.14,35620.0,17.12,23770.0,30160.0,39990.0,46010.0,2024
35-2019,"        Cooks, all other",24.0,25.3,5.5,3.7,1.7,1.9,14.6,0.005288994145740578,"Cooks, All Other",23590.0,38000.0,18.27,36210.0,17.41,26430.0,31200.0,42230.0,49600.0,2024
35-2021,      Food preparation workers,902.7,871.8,-3.4,148.0,74.6,76.5,17.0,-0.003476964560728102,Food Preparation Workers,888770.0,33940.0,16.32,34220.0,16.45,23490.0,28740.0,37540.0,44260.0,2024
35-3000,    Food and beverage serving workers,7159.6,7429.5,3.8,1538.6,658.1,853.5,20.7,0.00370729992137786,Food and Beverage Serving Workers,7101010.0,34650.0,16.66,31470.0,15.13,21880.0,27040.0,36830.0,47920.0,2024
35-3011,      Bartenders,756.7,801.5,5.9,129.6,40.3,84.7,16.1,0.005768383253582643,Bartenders,745610.0,39880.0,19.17,33530.0,16.12,19930.0,25790.0,46790.0,71920.0,2024
35-3023,      Fast food and counter workers,3796.0,4029.2,6.1,904.3,402.8,478.1,22.5,0.005979804507576736,Fast Food and Counter Workers,3780930.0,31350.0,15.07,30480.0,14.65,22620.0,27150.0,35440.0,38800.0,2024
35-3031,      Waiters and waitresses,2329.7,2313.5,-0.7,456.7,191.3,267.1,19.7,-0.0006975540517943912,Waiters and Waitresses,2302690.0,38360.0,18.44,33760.0,16.23,18500.0,25690.0,45350.0,62510.0,2024
35-3041,"      Food servers, nonrestaurant",277.2,285.3,3.0,48.0,23.7,23.6,16.8,0.0028843508487774727,"Food Servers, Nonrestaurant",271780.0,35030.0,16.84,34460.0,16.57,26590.0,29800.0,37550.0,44770.0,2024
35-9000,    Other food preparation and serving related workers,1525.6,1559.0,2.2,298.7,150.9,144.5,19.2,0.0021680282591085565,Other Food Preparation and Serving Related Workers,1510410.0,33380.0,16.05,32680.0,15.71,22600.0,27830.0,36620.0,43970.0,2024
35-9011,      Dining room and cafeteria attendants and bartender helpers,527.4,560.6,6.3,99.6,49.5,46.8,17.7,0.006123508973546743,Dining Room and Cafeteria Attendants and Bartender Helpers,522010.0,34190.0,16.44,32670.0,15.71,22260.0,27830.0,36880.0,46380.0,2024
35-9021,      Dishwashers,477.7,478.6,0.2,76.8,38.5,38.2,16.0,0.00018824322336796762,Dishwashers,471670.0,33220.0,15.97,33670.0,16.19,23960.0,28740.0,36750.0,41600.0,2024
35-9031,"      Hosts and hostesses, restaurant, lounge, and coffee shop",429.9,423.5,-1.5,107.7,56.9,51.5,25.4,-0.0014987866367861535,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150.0,32030.0,15.4,30380.0,14.61,22010.0,26630.0,35840.0,42600.0,2024
35-9099,"      Food preparation and serving related workers, all other",90.5,96.3,6.4,14.6,6.0,8.0,15.0,0.006231180341795817,"Food Preparation and Serving Related Workers, All Other",89580.0,35990.0,17.3,34830.0,16.74,24040.0,29890.0,38860.0,47360.0,2024
37-0000,  Building and grounds cleaning and maintenance occupations,5715.9,5832.9,2.0,788.7,371.6,405.3,13.5,0.0020283081020677773,Building and Grounds Cleaning and Maintenance Occupations,4496150.0,39540.0,19.01,36790.0,17.69,28120.0,31600.0,44980.0,55120.0,2024
37-1000,    Supervisors of building and grounds cleaning and maintenance workers,494.5,506.4,2.4,56.3,22.2,32.8,11.0,0.002380801594553672,Supervisors of Building and Grounds Cleaning and Maintenance Workers,298790.0,54580.0,26.24,49990.0,24.03,36020.0,41820.0,63080.0,78050.0,2024
37-1011,      First-line supervisors of housekeeping and janitorial workers,269.8,276.4,2.5,33.0,14.2,18.2,11.9,0.0024197376630925582,First-Line Supervisors of Housekeeping and Janitorial Workers,174660.0,51170.0,24.6,47520.0,22.85,34390.0,38600.0,60330.0,74190.0,2024
37-1012,"      First-line supervisors of landscaping, lawn service, and groundskeeping workers",224.7,230.0,2.3,23.2,8.0,14.7,10.0,0.002334032596300828,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",124130.0,59380.0,28.55,56170.0,27.01,39270.0,46350.0,70320.0,83080.0,2024
37-2000,    Building cleaning and pest control workers,3924.9,3984.2,1.5,560.8,283.7,271.2,14.0,0.0015006915185009628,Building Cleaning and Pest Control Workers,3167290.0,37400.0,17.98,35750.0,17.19,27420.0,30520.0,41420.0,49040.0,2024
37-2010,      Building cleaning workers,3822.5,3876.8,1.4,547.4,280.8,261.1,14.1,0.0014115365070861419,Building Cleaning Workers,3071180.0,37140.0,17.86,35630.0,17.13,27320.0,30410.0,40600.0,48670.0,2024
37-2011,"        Janitors and cleaners, except maids and housekeeping cleaners",2447.7,2495.5,2.0,351.3,174.5,172.1,14.0,0.0019359016233309045,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2199900.0,37460.0,18.01,35930.0,17.27,27570.0,30830.0,41650.0,49040.0,2024
37-2012,        Maids and housekeeping cleaners,1356.8,1362.8,0.4,193.5,105.1,87.8,14.2,0.0004413394365210266,Maids and Housekeeping Cleaners,854910.0,36180.0,17.39,34660.0,16.66,26800.0,29630.0,38510.0,47590.0,2024
37-2019,"        Building cleaning workers, all other",18.1,18.5,2.5,2.6,1.3,1.3,14.0,0.002188270157249983,"Building Cleaning Workers, All Other",16370.0,44150.0,21.23,42360.0,20.37,30640.0,35610.0,48400.0,61640.0,2024
37-2021,      Pest control workers,102.4,107.5,4.9,13.4,2.9,10.0,12.3,0.004872244465943698,Pest Control Workers,96110.0,45800.0,22.02,44730.0,21.51,32460.0,37060.0,49300.0,61410.0,2024
37-3000,    Grounds maintenance workers,1296.4,1342.3,3.5,171.6,65.7,101.3,12.7,0.003485396741109925,Grounds Maintenance Workers,1030070.0,41750.0,20.07,38470.0,18.5,30140.0,35470.0,46390.0,56460.0,2024
37-3011,      Landscaping and groundskeeping workers,1192.5,1235.0,3.6,158.2,62.0,92.0,12.7,0.003508041454736821,Landscaping and Groundskeeping Workers,943430.0,40880.0,19.66,38090.0,18.31,29990.0,35250.0,45870.0,53900.0,2024
37-3012,"      Pesticide handlers, sprayers, and applicators, vegetation",29.6,30.7,3.8,4.1,1.2,2.8,13.1,0.003655494408156379,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25200.0,45960.0,22.1,45200.0,21.73,34590.0,38040.0,50960.0,58910.0,2024
37-3013,      Tree trimmers and pruners,60.1,62.1,3.3,7.4,2.0,5.2,11.7,0.0032789788683258436,Tree Trimmers and Pruners,47870.0,54970.0,26.43,50430.0,24.25,37660.0,43690.0,63130.0,78900.0,2024
37-3019,"      Grounds maintenance workers, all other",14.1,14.5,2.4,1.9,0.5,1.3,13.1,0.0028013015372101435,"Grounds Maintenance Workers, All Other",13580.0,47180.0,22.68,43410.0,20.87,30790.0,37810.0,52830.0,76090.0,2024
39-0000,  Personal care and service occupations,4464.1,4650.6,4.2,772.4,310.1,443.7,16.5,0.004101248924360146,Personal Care and Service Occupations,3159940.0,39410.0,18.95,35110.0,16.88,24220.0,29220.0,44400.0,59320.0,2024
39-1000,    Supervisors of personal care and service workers,304.9,323.4,6.1,33.1,12.0,19.3,9.9,0.005907993070805917,Supervisors of Personal Care and Service Workers,225420.0,52440.0,25.21,48050.0,23.1,33070.0,38410.0,61560.0,77160.0,2024
39-1010,      First-line supervisors of entertainment and recreation workers,155.8,164.3,5.4,16.8,6.1,9.8,9.9,0.005326223322509316,First-Line Supervisors of Entertainment and Recreation Workers,118360.0,53820.0,25.87,49100.0,23.61,33520.0,38980.0,63310.0,79130.0,2024
39-1013,        First-line supervisors of gambling services workers,32.5,33.1,2.0,3.3,1.3,2.0,9.9,0.0018309935300337976,First-Line Supervisors of Gambling Services Workers,25530.0,62600.0,30.1,61590.0,29.61,38360.0,49190.0,74080.0,82370.0,2024
39-1014,"        First-line supervisors of entertainment and recreation workers, except gambling services",123.3,131.1,6.3,13.4,4.9,7.8,9.9,0.00615284955132811,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",92830.0,51400.0,24.71,46900.0,22.55,32960.0,37960.0,60190.0,76430.0,2024
39-1022,      First-line supervisors of personal service workers,149.1,159.1,6.7,16.3,5.9,9.5,9.9,0.006512687273746209,First-Line Supervisors of Personal Service Workers,107060.0,50920.0,24.48,47080.0,22.64,32150.0,37800.0,59330.0,73800.0,2024
39-2000,    Animal care and service workers,439.4,489.4,11.4,81.7,28.0,48.6,16.5,0.01083528013738233,Animal Care and Service Workers,297420.0,35490.0,17.06,33860.0,16.28,24960.0,28980.0,37620.0,47410.0,2024
39-2011,      Animal trainers,47.3,49.8,5.1,7.1,2.4,4.5,14.1,0.005163755318691177,Animal Trainers,20110.0,45780.0,22.01,38750.0,18.63,29120.0,32870.0,48900.0,70800.0,2024
39-2021,      Animal caretakers,392.1,439.6,12.1,74.6,25.7,44.2,16.8,0.011500458915079781,Animal Caretakers,277300.0,34750.0,16.71,33470.0,16.09,24500.0,28870.0,37160.0,46480.0,2024
39-3000,    Entertainment attendants and related workers,659.8,674.8,2.3,159.8,66.5,91.8,23.7,0.0022504877423288328,Entertainment Attendants and Related Workers,627560.0,33380.0,16.05,31200.0,15.0,22240.0,26430.0,35990.0,44710.0,2024
39-3010,      Gambling services workers,113.0,111.8,-1.0,17.9,6.6,11.5,16.0,-0.0010670560894743275,Gambling Services Workers,105500.0,39450.0,18.97,33280.0,16.0,22420.0,24950.0,43040.0,70610.0,2024
39-3011,        Gambling dealers,88.7,88.1,-0.6,14.1,5.2,9.0,16.0,-0.0006785053484120729,Gambling Dealers,82980.0,40420.0,19.43,33280.0,16.0,22340.0,24480.0,45430.0,73530.0,2024
39-3012,        Gambling and sports book writers and runners,8.2,7.7,-6.1,1.2,0.5,0.8,16.0,-0.006271633232441398,Gambling and Sports Book Writers and Runners,7600.0,32570.0,15.66,30460.0,14.65,22200.0,24960.0,36310.0,45900.0,2024
39-3019,"        Gambling service workers, all other",16.1,16.0,-0.6,2.6,0.9,1.6,16.0,-0.0006228609166177845,"Gambling Service Workers, All Other",14920.0,37590.0,18.07,34530.0,16.6,22880.0,27570.0,38950.0,56740.0,2024
39-3021,      Motion picture projectionists,2.0,2.0,-3.7,0.5,0.2,0.3,25.3,0.0,Motion Picture Projectionists,1950.0,50290.0,24.18,38180.0,18.35,24160.0,29250.0,75380.0,82040.0,2024
39-3031,"      Ushers, lobby attendants, and ticket takers",121.7,123.1,1.2,30.8,13.9,16.8,25.1,0.0011444577121846322,"Ushers, Lobby Attendants, and Ticket Takers",119210.0,31770.0,15.27,31150.0,14.98,22880.0,27140.0,35650.0,40210.0,2024
39-3090,      Miscellaneous entertainment attendants and related workers,423.1,438.0,3.5,110.6,45.8,63.3,25.3,0.0034670315633997806,Miscellaneous Entertainment Attendants and Related Workers,400900.0,32180.0,15.47,31020.0,14.91,22040.0,26430.0,35700.0,42640.0,2024
39-3091,        Amusement and recreation attendants,392.3,405.5,3.4,102.4,42.4,58.6,25.3,0.0033148841507486537,Amusement and Recreation Attendants,371590.0,31350.0,15.07,30490.0,14.66,21940.0,26430.0,35360.0,39940.0,2024
39-3092,        Costume attendants,6.7,7.1,5.9,1.8,0.7,1.0,25.3,0.005815570919688096,Costume Attendants,6290.0,65890.0,31.68,54810.0,26.35,33610.0,39240.0,83090.0,115240.0,2024
39-3093,"        Locker room, coatroom, and dressing room attendants",15.6,16.6,6.4,4.2,1.7,2.4,25.3,0.006232519939143977,"Locker Room, Coatroom, and Dressing Room Attendants",14960.0,36490.0,17.54,34800.0,16.73,23530.0,29120.0,41530.0,50790.0,2024
39-3099,"        Entertainment attendants and related workers, all other",8.5,8.8,3.6,2.2,0.9,1.3,25.3,0.0034745781994514058,"Entertainment Attendants and Related Workers, All Other",8060.0,36180.0,17.4,34550.0,16.61,22700.0,28180.0,40360.0,52860.0,2024
39-4000,    Funeral service workers,66.8,68.8,3.0,10.1,4.9,5.0,14.6,0.0029544221678450278,Funeral Service Workers,62630.0,45890.0,22.06,39170.0,18.83,28300.0,31670.0,53830.0,73810.0,2024
39-4010,      Embalmers and crematory operators,6.8,6.9,2.2,1.2,0.7,0.5,17.0,0.0014609460855887768,Embalmers and Crematory Operators,6360.0,51630.0,24.82,48610.0,23.37,32600.0,38140.0,59350.0,73740.0,2024
39-4011,        Embalmers,3.6,3.7,1.3,0.6,0.4,0.3,17.0,0.00274365436817936,Embalmers,3420.0,57520.0,27.65,56280.0,27.06,35160.0,46160.0,64760.0,78740.0,2024
39-4012,        Crematory operators,3.1,3.2,3.3,0.6,0.3,0.2,17.0,0.003179915068592054,Crematory Operators,2950.0,44790.0,21.53,42880.0,20.62,31970.0,35890.0,49800.0,60260.0,2024
39-4021,      Funeral attendants,32.5,33.5,3.1,5.7,3.2,2.4,17.0,0.003035131662900259,Funeral Attendants,30560.0,35900.0,17.26,34610.0,16.64,26820.0,29420.0,39230.0,46690.0,2024
39-4031,"      Morticians, undertakers, and funeral arrangers",27.5,28.4,3.1,3.2,1.0,2.1,11.2,0.0032255048312388457,"Morticians, Undertakers, and Funeral Arrangers",25700.0,56340.0,27.09,49800.0,23.94,31470.0,38470.0,67140.0,85940.0,2024
39-5000,    Personal appearance workers,984.2,1042.4,5.9,127.3,52.5,68.9,12.0,0.005761724991327544,Personal Appearance Workers,543830.0,42480.0,20.42,35310.0,16.98,25580.0,30220.0,47040.0,63900.0,2024
39-5010,"      Barbers, hairdressers, hairstylists and cosmetologists",651.2,686.6,5.4,84.2,35.7,44.9,12.1,0.00530754199426231,"Barbers, Hairdressers, Hairstylists and Cosmetologists",313560.0,43710.0,21.01,35420.0,17.03,24960.0,29120.0,48670.0,71360.0,2024
39-5011,        Barbers,76.0,79.2,4.1,8.4,2.9,5.2,10.4,0.004132812465866165,Barbers,18100.0,47800.0,22.98,38960.0,18.73,27770.0,32050.0,59180.0,78440.0,2024
39-5012,"        Hairdressers, hairstylists, and cosmetologists",575.2,607.4,5.6,75.8,32.9,39.7,12.3,0.005461836358322758,"Hairdressers, Hairstylists, and Cosmetologists",295460.0,43460.0,20.89,35250.0,16.95,24580.0,29060.0,48300.0,70220.0,2024
39-5090,      Miscellaneous personal appearance workers,333.0,355.8,6.9,43.1,16.8,24.0,11.9,0.006644606620218596,Miscellaneous Personal Appearance Workers,230270.0,40810.0,19.62,35260.0,16.95,27360.0,31620.0,44290.0,58770.0,2024
39-5091,"        Makeup artists, theatrical and performance",7.0,7.6,8.1,1.1,0.4,0.6,13.9,0.008257718236080347,"Makeup Artists, Theatrical and Performance",3320.0,75410.0,36.25,50280.0,24.17,22010.0,28850.0,132530.0,157090.0,2024
39-5092,        Manicurists and pedicurists,210.1,224.8,7.0,24.8,10.4,13.0,10.7,0.006785670053632842,Manicurists and Pedicurists,147820.0,36910.0,17.74,34660.0,16.66,27910.0,31510.0,37660.0,47990.0,2024
39-5093,        Shampooers,18.5,19.6,5.5,2.7,1.1,1.6,13.9,0.0057925959909688185,Shampooers,8890.0,30830.0,14.82,31470.0,15.13,22880.0,27390.0,35610.0,35970.0,2024
39-5094,        Skincare specialists,97.4,103.9,6.7,14.5,5.0,8.9,13.8,0.0064811812911023114,Skincare Specialists,70240.0,48670.0,23.4,41560.0,19.98,27160.0,34130.0,55860.0,77330.0,2024
39-6000,"    Baggage porters, bellhops, and concierges",78.1,78.6,0.7,11.5,4.6,6.8,14.6,0.0006383679290855593,"Baggage Porters, Bellhops, and Concierges",75430.0,39190.0,18.84,36810.0,17.7,28360.0,32560.0,43600.0,54340.0,2024
39-6011,      Baggage porters and bellhops,32.5,32.0,-1.6,4.6,1.9,2.8,14.6,-0.0015492173755039529,Baggage Porters and Bellhops,31220.0,36960.0,17.77,36020.0,17.32,25480.0,29830.0,40780.0,48490.0,2024
39-6012,      Concierges,45.6,46.7,2.3,6.8,2.7,4.0,14.6,0.0023864879553172624,Concierges,44200.0,40770.0,19.6,37320.0,17.94,30770.0,33860.0,45700.0,58050.0,2024
39-7000,    Tour and travel guides,55.8,60.3,8.1,13.0,5.4,7.1,21.6,0.007785977739906524,Tour and Travel Guides,49010.0,43090.0,20.72,36660.0,17.63,26890.0,31250.0,45910.0,59930.0,2024
39-7010,      Tour and travel guides,55.8,60.3,8.1,13.0,5.4,7.1,21.6,0.007785977739906524,Tour and Travel Guides,49010.0,43090.0,20.72,36660.0,17.63,26890.0,31250.0,45910.0,59930.0,2024
39-7010,      Tour and travel guides,55.8,60.3,8.1,13.0,5.4,7.1,21.6,0.007785977739906524,Tour and Travel Guides,49010.0,43090.0,20.72,36660.0,17.63,26890.0,31250.0,45910.0,59930.0,2024
39-9000,    Other personal care and service workers,1875.1,1912.9,2.0,336.0,136.1,196.1,17.5,0.0019978354034018153,Other Personal Care and Service Workers,1278640.0,39230.0,18.86,35550.0,17.09,24680.0,29590.0,44270.0,58190.0,2024
39-9011,      Childcare workers,991.6,962.4,-2.9,160.2,74.7,88.4,16.7,-0.0029845010456996945,Childcare Workers,520180.0,33140.0,15.93,32050.0,15.41,22900.0,28000.0,36960.0,44560.0,2024
39-9030,      Recreation and fitness workers,697.8,755.3,8.2,142.2,47.8,88.6,18.8,0.007949681500325934,Recreation and Fitness Workers,613260.0,44190.0,21.25,37420.0,17.99,26590.0,31400.0,49530.0,68740.0,2024
39-9031,        Exercise trainers and group fitness instructors,370.1,414.2,11.9,74.2,23.7,46.0,17.8,0.01132117586369974,Exercise Trainers and Group Fitness Instructors,303620.0,51360.0,24.69,46180.0,22.2,27580.0,34090.0,60920.0,82050.0,2024
39-9032,        Recreation workers,327.7,341.1,4.1,68.1,24.1,42.6,20.0,0.004015754994469711,Recreation Workers,309640.0,37170.0,17.87,35380.0,17.01,25640.0,30460.0,41120.0,49460.0,2024
39-9041,      Residential advisors,91.2,94.7,3.8,17.4,7.3,9.8,18.4,0.003773010261204579,Residential Advisors,82810.0,41590.0,19.99,39180.0,18.84,28490.0,33890.0,47590.0,58350.0,2024
39-9099,"      Personal care and service workers, all other",94.4,100.4,6.4,16.1,6.3,9.2,15.9,0.006181138289204746,"Personal Care and Service Workers, All Other",62390.0,37990.0,18.27,37900.0,18.22,24980.0,32450.0,39190.0,49300.0,2024
41-0000,  Sales and related occupations,14532.6,14234.8,-2.0,1786.8,833.2,983.4,12.6,-0.0020683311435177876,Sales and Related Occupations,13351680.0,54070.0,26.0,37460.0,18.01,27060.0,31010.0,59880.0,98860.0,2024
41-1000,    Supervisors of sales workers,1752.6,1680.3,-4.1,149.9,63.5,93.6,9.2,-0.004203943658662834,Supervisors of Sales Workers,1332180.0,59830.0,28.77,49510.0,23.81,32630.0,38710.0,66960.0,95170.0,2024
41-1011,      First-line supervisors of retail sales workers,1432.6,1360.3,-5.0,125.1,53.3,79.0,9.5,-0.005165185470703548,First-Line Supervisors of Retail Sales Workers,1113160.0,52350.0,25.17,47320.0,22.75,31120.0,37580.0,60510.0,76560.0,2024
41-1012,      First-line supervisors of non-retail sales workers,320.0,320.0,0.0,24.8,10.2,14.6,7.8,0.0,First-Line Supervisors of Non-Retail Sales Workers,219010.0,97870.0,47.06,84130.0,40.45,48880.0,62730.0,118190.0,162120.0,2024
41-2000,    Retail sales workers,7796.8,7483.8,-4.0,1178.6,589.3,620.5,15.8,-0.004088888510826338,Retail Sales Workers,7633890.0,35470.0,17.05,33690.0,16.2,24170.0,28630.0,37090.0,46540.0,2024
41-2010,      Cashiers,3179.8,2864.7,-9.9,546.7,295.6,282.6,19.1,-0.010381206333066828,Cashiers,3169970.0,31840.0,15.31,31200.0,15.0,23070.0,27780.0,35430.0,38290.0,2024
41-2011,        Cashiers,3157.2,2843.6,-9.9,542.6,293.5,280.6,19.1,-0.010406939519971403,Cashiers,3148030.0,31810.0,15.29,31190.0,14.99,23070.0,27780.0,35410.0,38220.0,2024
41-2012,        Gambling change persons and booth cashiers,22.6,21.1,-6.4,4.0,2.1,2.0,19.1,-0.006844157913457383,Gambling Change Persons and Booth Cashiers,21930.0,36820.0,17.7,34810.0,16.74,22810.0,28870.0,39350.0,49190.0,2024
41-2020,      Counter and rental clerks and parts salespersons,680.3,701.9,3.2,76.1,32.1,41.8,10.7,0.0031305967532251344,Counter and Rental Clerks and Parts Salespersons,663680.0,43180.0,20.76,38100.0,18.32,28150.0,33280.0,48340.0,61900.0,2024
41-2021,        Counter and rental clerks,408.2,421.3,3.2,45.9,19.9,24.6,10.7,0.0031637861011368784,Counter and Rental Clerks,398620.0,43700.0,21.01,38540.0,18.53,28580.0,34200.0,48290.0,62030.0,2024
41-2022,        Parts salespersons,272.1,280.6,3.1,30.2,12.2,17.2,10.6,0.0030807880911642993,Parts Salespersons,265060.0,42390.0,20.38,37440.0,18.0,27770.0,30630.0,48410.0,61750.0,2024
41-2031,      Retail salespersons,3936.7,3917.1,-0.5,555.8,261.6,296.2,14.2,-0.0004989979396814448,Retail Salespersons,3800250.0,37150.0,17.86,34580.0,16.62,25600.0,29140.0,37850.0,47930.0,2024
41-3000,"    Sales representatives, services",2479.4,2550.3,2.9,224.6,77.7,139.8,8.6,0.002823418748828299,"Sales Representatives, Services",2287740.0,86380.0,41.53,64200.0,30.87,37400.0,47620.0,100010.0,159790.0,2024
41-3011,      Advertising sales agents,103.7,97.1,-6.4,9.3,3.2,6.8,10.0,-0.006554498938193709,Advertising Sales Agents,97470.0,76350.0,36.71,61460.0,29.55,33480.0,44980.0,91430.0,133540.0,2024
